,Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
3656,Princess Cocktail,"Princess Leia Organa was one of the Rebel Alliance’s greatest leaders, fearless on the battlefield and dedicated to ending the tyranny of the Empire. Try this sweet but fearless cocktail named after the Starwars Legend.","Add Gin, Simple Syrup, Lemon Juice, Lime Juice and Luxardo Maraschino to a cocktail shaker with ice.Shake Well and strain into your cocktail glass.Pour in Respberry Liqueur untill about 1 inch from the bottom of your Martini Glass.Top with a strawberry and cherries on a toothpick like Princess Leia's hair do.", | 2.5 oz: Gin | .5 oz: Simple Syrup | .5 oz: Lemon Juice | .5 oz: Lime Juice | .5 oz: Luxardo Maraschino |: Raspberry Liqueur | 1: Strawberries | 2: Cherries,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3657,Pink Heart,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the chambord and creme de cacao into a rocks or old-fashioned glass filled with ice. Fill with cream or milk., | .5 oz: Creme De Cacao | .5 oz: Raspberry Liqueur |: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3658,Pink Cotton Candy,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients over ice in a collins glass. stir. and serve., | 1 oz: Vodka | 1 oz: Almond Liqueur |: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3659,Pinto Bomb,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Drop a shot glass of really cheap Vodka into a pint glass of really cheap beer and you have yourself the infamous Pinto Bomb!, | 1 oz: Vodka | 12 oz: Bitter Beer,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3660,Pompey Royale,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Dissolve sugar in juices. and add to a champagne saucer with champagne and syrup., | 3 oz: Champagne | 1 oz: Pomegranate Juice | .5:oz: Passion Fruit Juice | 1/3 oz: Raspberry Puree | 1 tsp: Caster Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3661,Paris Paradise,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients into a blender. mix together. and serve in a beer pilsner., | 8 oz: OP Rum | 2 oz: Chocolate Sauce | 2 oz: Irish Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3662,Pharoah`s Paradise,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill mixing tin with ice. Juice - PineJuice - Apple Juice. rum. Vodka. and Blue Pucker. Shake well. Strain into cocktail glass and add a splash of 7-up. Garnish with an orange slice/wedge and cherry spear., | 1 oz: Vodka | 3/4 oz: Mango Rum | 3/4 oz: Grape Schnapps | 1 oz: Apple Juice | 1 Splash(s): Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3663,Peach on the Beach,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a highball glass with ice. and add the Vodka. schnapps. and Juice - PineJuice - Apple Juice. Fill with cranberry juice. Stir and serve., | 1 oz: Peach Vodka | 1 oz: Peach Schnapps | 1 oz: Apple Juice | 3 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3664,Pine-Orgy,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Strain into glass., | 2 oz: Vodka | 1 oz: Cranberry Juice | 1 oz: Orange Juice | 1 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3666,Apple Mojito,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add the lime. sugar and mint sprigs to a highball glass and muddle with a muddler. Add several ice cubes and pour in the Bacardi apple rum. Top with club soda (adjust to taste). and stir. Garnish with an apple slice and a lime wedge. and serve., | 2 oz: Apple Rum | 6 oz: Club Soda | 3: Lime Wedges | 2 tsp: Sugar | 3: Mint,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3667,Purple Helmeted Warrior 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Chambord. Vodka and sweet and sour mix into a highball glass over ice. Add Sprite. more if desired. and serve., | 1 oz: Raspberry Liqueur | 1 oz: Vodka | 2 oz: Sours | 2 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3668,Peachy Comfort,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour southern comfort and Schnapps - Peach Schnapps into a collins glass half-filled with ice. Fill with ginger ale. stir. and serve., | 1.5 oz: Peach Liqueur | 1.5 oz: Peach Schnapps | 1 Can(s): Ginger Ale,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3669,Passionate Cosmo,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add all ingredients to a cocktail shaker with some cracked ice. Shake and pour (incl. ice) into a martini cocktail glass. and serve., | 1/4 oz: Passion-Fruit Liqueur | .5 oz: Vodka | 1/4 oz: Orange Liqueur | 1 Splash(s): Lime Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3670,Plasse Knock Out,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix liquors in a highball glass and fill with orange juice., | 1.5 oz: Tequila | 1.5 oz: Vodka | 2.5 oz: Peach Schnapps | 6.5 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3671,Piece of Mind,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Vodka and kummel into an old-fashioned glass almost filled with ice cubes. Stir well. garnish with a twist of lemon. and serve., | 1.5 oz: Vodka | 1 oz: Caraway Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3672,Peach Me Tender,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients and pour into a chilled cocktail glass. Add a twist of orange., | 5 Part(s): Bourbon Whiskey | 3 Part(s): Peach Liqueur | 1 Part(s): Lemon Liqueur | 1 Part(s): Almond Syrup | 1 Dash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3673,Passionate Kiss,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour liquors into a mixing glass over ice. Fill with Juice - PineJuice - Apple Juice. stir. and strain into an old-fashioned glass. Decorate with a flag. and serve., | 1 oz: Peach Liqueur | 1 oz: Peach Schnapps | 1 oz: Raspberry Liqueur |: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3674,Pink Clyt,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake in a cocktail shaker with ice cubes. Pour into an old-fashioned glass. garnish with a cherry. and serve., | .5 oz: White Rum | .5 oz: Vodka | .5:oz: Gin | 1/4 oz: Triple Sec | 1 Splash(s): Cranberry Juice | 1 Splash(s): Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3675,Party Girl,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix all ingredients in a shaker. Serve over ice. and garnish with a lime wedge., | 2 Part(s): Cranberry Juice | 1 Part(s): Raspberry Liqueur | 1 Part(s): Blackcurrant Vodka,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3676,Purple Orgasm,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake well or blend on low and strain into a rocks glass over ice cubes. Add Wild Spirit to your taste., | 1.5 oz: Raspberry Liqueur | 1.5 oz: Raspberry Liqueur | 1.5 oz: Irish Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3677,Acapulco,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve., | 1 1/2 oz: White Rum | 1 1/2 tsp: Triple Sec | 1 tbsp: Lime Juice | 1 tsp: Sugar | 1: Egg White | 1: Mint,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3678,Pissed McGillis,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix ingredients together in glass., | 1 oz: Vodka | 1 oz: Cinnamon Schnapps | 1 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3679,Peg,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add bourbon to a highball glass over ice cubes. Fill with coke and add lime juice. Garnish with a slice of lime., | 2 oz: Bourbon Whiskey |: Cola | 1 tsp: Lime Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3680,Pimp Daddy,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a beer mug filled with ice cubes. Garnish with a slice of lemon. and serve., | 2 oz: Tequila | 2 oz: Vodka | 1 oz: Lemon Juice | 3 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
