Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
Wild Sex,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Fill a hurricane glass with ice. pour in Coconut Rum, Peach Schnapps and OP Rum (151). Pour juices on top followed by a splash of grenadine. Use a shaker tin to cover the glass and give a couple of good shakes.", | 1 oz: Coconut Rum | 0.5 oz: Peach Schnapps | 0.5 oz: OP Rum | 1 oz: Orange Juice | 1 oz: Cranberry Juice | 1 oz: Pineapple Juice | 0.5 oz: Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Milk Punch,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve., | 2 oz: Blended Whiskey | 1 tsp: Superfine Sugar | 8 oz: Milk |: Nutmeg,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
A Southern Screw,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour over ice. stir and serve., | 2 oz: Vodka | 2 oz: Peach Liqueur | 6 oz: Orange Juice |: Ice,Calories: 418kcal | Carbohydrates: 45g | Protein: 1g | Fat: 1g | Saturated Fat: 0.1g | Polyunsaturated Fat: 0.1g | Monounsaturated Fat: 0.1g | Sodium: 4mg | Potassium: 363mg | Fiber: 1g | Sugar: 41g | Vitamin A: 300IU | Vitamin C: 122.9mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Woo Woo,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a highball glass over ice cubes. stir. and serve., | 1.5 oz: Peach Schnapps | 1.5 oz: Vodka | 3.5 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Bat,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Build all ingredients in a tall glass over ice. Stir. add a straw and serve., | 1.5 oz: White Rum | 0.5 oz: Coffee Liqueur | 1.5 oz: Milk | 3 oz: Cola,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whisky Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix ingredients in a cocktail glass with chipped ice., | 1.5 oz: Whiskey | 1.5 oz: White Vermouth,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wallick Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Stir all ingredients with ice, strain into a cocktail glass and serve.", | 1.5 oz: Gin | 1.5 oz: Dry Vermouth | 1 tsp: Triple Sec,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wilfred`s Weather,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Pour the vermout, Gin, Anise Liqueur and bitters into a mixing glass half-filled with ice cubes. Stir well strain into a cocktail glass and serve.", | 1 Shot(s): Dry Vermouth | 3/4 Shot(s): Gin | 1/2 tsp: Anise Liqueur | 1 Dash(s): Bitters,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Westerman Sings the Blues,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Pour the vermouth, Gin and Licorice Liqueur into a mixing glass half-filled with ice cubes. Stir well and strain into a cocktail glass. Garnish and serve.", | 1 Shot(s): Dry Vermouth | 1/2 Shot(s): Gin | 1 tsp: Licorice Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Sour Cocktail,"In 1962, the Universidad del Cuyo published a story which cited a Peruvian newspaper called El Comercio de Iquique as indicating that Eliott Stubb created the “whisky sour” in 1872. El Comercio de Iquique was published by Modesto Molina between 1874 and 1879. However, the oldest historical mention of a whisky sour prepared in the world comes from a newspaper published in Wisconsin in 1870. As the gin sour has historical references dating to the 1860s, the Peruvian whiskey sour origin is spurious.",Fill a shaker with ice cubes Add all ingredients.hake and strain into a chilled rocks glass filled with ice cubes.Garnish with a maraschino berry., | 2 oz: Scotch Whiskey | .75 oz: Lemon Juice | .75 oz: Simple Syrup | 1 spash: Egg White | 1: Maraschino Cherry | 1 dash: Bitters,Calories: 197kcal | Carbohydrates: 11g | Protein: 1g | Fat: 0.02g | Sodium: 17mg | Potassium: 46mg | Fiber: 0.1g | Sugar: 9g | Vitamin C: 14mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Watermelon Jolly Rancher 2,You might also like our other Watermelon Jolly Rancher Cocktail,Fill a highball glass 1/2 full with ice.Pour the watermelon schnapps and the vodka.Add Grenadine and top with Club Soda.Stir and serve., | 1.5 oz: Vodka | 1 oz: Watermelon Schnapps | .5 oz: Grenadine Syrup |: Club Soda,Calories: 240kcal | Carbohydrates: 21g | Sodium: 26mg | Potassium: 4mg | Sugar: 18g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Watermelon Jolly Rancher Cocktail,Tastes just like a delicious jolly rancher candy. You might also like our other Watermelon Jolly Rancher Cocktail,Add all ingredients to a shaker with ice and shake until coldStrain into a chilled martini glass.Garnish with a lemon twist., | 2 oz: Watermelon Vodka | 1 oz: Peach Schnapps | 3 oz: Cranberry Juice,Calories: 256kcal | Carbohydrates: 19g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.1g | Monounsaturated Fat: 0.02g | Sodium: 3mg | Potassium: 13mg | Sugar: 17g | Vitamin C: 51.2mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wookie-Ty-Ty Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add ingredients to your cocktail glass with ice., | 2 oz: Vodka | 10 oz: Orange Soda,Calories: 272kcal | Carbohydrates: 36g | Sodium: 38mg | Potassium: 10mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
A Sunny Delight,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Using shot glasses or a cannery style mason jar. pour the Vodka and the triple sec together. Squeeze the lemon lightly. and place it on the rim. Fill the glass with sunny delight. then add a shot of club soda., | 1 oz: Triple Sec | 3 oz: Lemon Vodka | 1 oz: Club Soda | 1: Lemon | fill with: Orange Juice,Calories: 339kcal | Carbohydrates: 19g | Protein: 1g | Fat: 0.2g | Saturated Fat: 0.02g | Polyunsaturated Fat: 0.04g | Monounsaturated Fat: 0.02g | Sodium: 8mg | Potassium: 145mg | Fiber: 1g | Sugar: 16g | Vitamin A: 100IU | Vitamin C: 52mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wookie Juice Cocktail,Don't forget to check out the rest of our Star Wars Cocktails,In a large glass file 1/4 with ice.Add ingredients and give a quick stir., | 1 oz: Blue Curacao Liqueur | 6 oz: Pineapple Juice | 1.5 oz: 151 Rum | 1.5 oz: Light Rum | 1.5 oz: Mango Rum,Calories: 556kcal | Carbohydrates: 30g | Protein: 1g | Fat: 0.2g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.1g | Monounsaturated Fat: 0.02g | Sodium: 6mg | Potassium: 236mg | Fiber: 1g | Sugar: 23g | Vitamin C: 108.1mg | Iron: 1.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
We do not Sow Cocktail,Support the Greyjoy Family with this orange drink. Don't forget to check out our other Game of Thrones Cocktails.,"Pour the ginger and the orange into a shaker and crush itAdd the lemon juice, triple sec and whiskey and thoroughly shake.Strain into your cocktail glass with ice.", | .5 tsp: Ginger - (grated) | 3 slices: Orange(s) | 15 ml: Lemon Juice | 30 ml: Triple Sec | 50 ml: Scotch Whiskey,Calories: 281kcal | Carbohydrates: 24g | Protein: 1g | Fat: 0.1g | Saturated Fat: 0.02g | Polyunsaturated Fat: 0.03g | Monounsaturated Fat: 0.03g | Potassium: 204mg | Fiber: 2g | Sugar: 20g | Vitamin A: 200IU | Vitamin C: 80mg | Calcium: 40mg | Iron: 0.2mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Winter is coming cocktail,Support the Stark Family with this icy drink. Don't forget to check out our other Game of Thrones Cocktails.,"Pour the tonic into a plastic container and put it in the freezer.When the tonix is completely frozen, crush it with a spoon, add it to a martini glassAdd the lemon juice and gin.", | 100 ml: Tonic Water | 30 ml: Gin | 1 tablespoon: Lemon Juice |: Sugar,Calories: 96kcal | Carbohydrates: 10g | Protein: 0.1g | Sodium: 13mg | Potassium: 18mg | Fiber: 0.1g | Sugar: 9g | Vitamin C: 9.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Xanthia Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir all ingredients with ice. strain into a cocktail glass. and serve., | 3/4 oz: Cherry Brandy | 3/4 oz: Gin | 3/4 oz: Herbal Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Yes! Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Add Coconut Rum, Passion fruit liqueur, orange vodka and cheery liqueur into a hurricane glass.Add ice and top with Energy Soda (Red Bull)", | 1 oz: Coconut Rum | 1 oz: Passion Fruit Liqueur | 1 oz: Orange Vodka | 1 oz: Cherry Liqueur | 4 oz: Energy Soda - (Red Bull),There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Yoda Poop Cocktail,Don't forget to check out the rest of our Star Wars Cocktails,Ad ingredients to a cocktail shaker and shake well.Pour into a cocktail glass and garnish with a cherry., | 1 scoop: Mint Choc-Chip Ice Cream | 2 oz: Irish Cream | 1 oz: Peppermint Schnapps,Calories: 440kcal | Carbohydrates: 40g | Protein: 11g | Fat: 17g | Saturated Fat: 12g | Cholesterol: 242mg | Sodium: 108mg | Sugar: 33g | Vitamin A: 200IU | Calcium: 80mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Yoda Swamp Mojito,This is Yoda Swamp Mojito. Whichever you'd like to call it. Don't forget to check out the rest of our Star Wars Cocktails,"In a cocktail shaker Muddle the Lime, Sugar and Mint leaves.Then add Light rum, Peppermint schnapps and lime vodka. Shake until cool.Pour into your cocktail glass and top with Club Soda.", | 2 oz: Light Rum | .5 oz: Peppermint Schnapps | .5 oz: Lime Vodka | .5: Lime | 12: Mint Leaves | 3 oz: Club Soda | 2 tsp: Sugar,Calories: 272kcal | Carbohydrates: 21g | Protein: 0.4g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.03g | Monounsaturated Fat: 0.01g | Sodium: 24mg | Potassium: 54mg | Fiber: 1g | Sugar: 16g | Vitamin C: 20.6mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Zimamazing,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Put the first six ingredients in a shaker glass without ice and shake until frothy. Fill glass with ice and pour Zima and the contents of the shaker glass at the time so it is a one-to-one ratio. Stir and serve. Makes about four drinks.(depending on the i, | 2 oz: Vodka | 2 oz: Gin | 2 oz: Rum | 2 oz: Tequila | 4 oz: Triple Sec | 4: Sours | 1 Bottle: Lemon-Lime Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Zombie Cocktail,"The Zombie, (also known as skull-puncher) It first appeared in the late 1930s. And named the Zombie for its perceived effects upon the drinker. Its smooth, fruity taste works to conceal its extremely high alcoholic content.",Blend all ingredients with ice except Bacardi 151 proof rum. Pour into a collins glass.Float Bacardi 151 proof rum on top.Garnish with a fruit slice. sprig of mint and a cherry., | .5 oz:(15 ml) OP Rum | 1 oz:(30 ml) Pineapple Juice | 1 oz:(30 ml) Orange Juice | .5 oz:(15 ml) Apricot Brandy | 1 tsp: Sugar | 1 oz:(30 ml) White Rum | 1 oz:(30 ml) Dark Rum | 1 oz:(30 ml) Lime Juice,Calories: 250kcal | Carbohydrates: 14g | Protein: 0.4g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.03g | Monounsaturated Fat: 0.02g | Sodium: 2mg | Potassium: 130mg | Fiber: 0.3g | Sugar: 11g | Vitamin A: 50IU | Vitamin C: 47.9mg | Iron: 0.2mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
